consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Cinachyrella_alloclada,species,NA,0.01,marine,2
Tedania_sp.,genus,NA,0.01,marine,2
Polychaeta,class,NA,9e-4,marine,2
Sabellidae,family,NA,0.0038,marine,2
Engina_turbinella,species,NA,0.19,marine,2
Columbella_mercatoria,species,NA,0.8,marine,2
Stramonita_haemastoma,species,NA,2.17,marine,2
Eulithidium_affine,species,NA,0.0035,marine,2
Tegula_viridula,species,NA,2.84,marine,2
Lithopoma_phoebium,species,NA,0.01,marine,2
Aplysia_dactylomela,species,NA,35.59,marine,2
Idotea,genus,NA,0.0014,marine,2
Gammaridae,family,NA,0.0022,marine,2
Gammaridae,family,NA,0.0022,marine,3
Talitridae,family,NA,0.01,marine,2
Talitridae,family,NA,0.01,marine,3
Amphitoidae,family,NA,0.004,marine,2
Amphitoidae,family,NA,0.004,marine,3
Stenothoidae,family,NA,0.01,marine,2
Stenothoidae,family,NA,0.01,marine,3
Eriphia_gonagra,species,NA,42.64,marine,2
Pachygrapsus_transversus,species,NA,4.35,marine,2
Hippolyte_obliquimanus,species,NA,0.434,marine,2
Pagurus_sp.,genus,NA,0.22,marine,2
Bathygobius_soporator,species,NA,1.8,marine,3
Pagurus_sp.,genus,NA,0.22,marine,2
Cystodytes_dellechiajei,species,NA,0.01,marine,3
Zooplankton,NA,NA,0.001,marine,3
Talitridae,family,NA,0.01,marine,3
Eulithidium_affine,species,NA,0.0035,marine,2
Lithopoma_phoebium,species,NA,0.01,marine,2
Neogonodactylus_sp.,species,NA,0.01,marine,3
Ophiura_sp.,genus,NA,0.001,marine,3
Idotea,genus,NA,0.0014,marine,2
Protopalythoa_variabilis,species,NA,0.235,marine,3
Zoanthus_sociatus,species,NA,0.01,marine,3
Eudistoma_vannamei,species,NA,0.01,marine,3
Polychaeta,class,NA,9e-4,marine,3
Sabellidae,family,NA,0.0038,marine,3
Amphitoidae,family,NA,0.004,marine,3
Stenothoidae,family,NA,0.01,marine,3
Clibanarius_antillensis,species,NA,0.29,marine,2
Phallusia_nigra,species,NA,0.01,marine,3
Engina_turbinella,species,NA,0.19,marine,2
Hippolyte_obliquimanus,species,NA,0.434,marine,3
Gammaridae,family,NA,0.0022,marine,3
Hippolyte_obliquimanus,species,NA,0.434,marine,2
Stenothoidae,family,NA,0.01,marine,2
Ophiura_sp.,genus,NA,0.001,marine,2
Polychaeta,class,NA,9e-4,marine,2
Amphitoidae,family,NA,0.004,marine,2
Bathygobius_soporator,species,NA,1.8,marine,2
Eriphia_gonagra,species,NA,42.64,marine,2
Stramonita_haemastoma,species,NA,2.17,marine,2
Neogonodactylus_sp.,species,NA,0.01,marine,2
Talitridae,family,NA,0.01,marine,2
Gammaridae,family,NA,0.0022,marine,2
Bathygobius_soporator,species,NA,1.8,marine,3
Pachygrapsus_transversus,species,NA,4.35,marine,2
Pachygrapsus_transversus,species,NA,4.35,marine,3
