consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,2e-4,marine,2
Oligochaeta,NA,NA,0.0013,marine,2
Tonicella_rubra,species,NA,0.01,marine,2
Littorina_saxatilis,species,NA,0.01,marine,2
Littorina_littorea,species,NA,0.0158,marine,2
Patella_vulgata,species,NA,0.01,marine,2
Patella_depressa,species,NA,0.01,marine,2
Patella_ulyssiponensis,species,NA,0.01,marine,2
Gibbula_cineraria,species,NA,0.01,marine,2
Phorcus_lineatus,species,NA,0.01,marine,2
Cumacea,order,NA,2e-4,marine,2
Tanaidacea,NA,NA,0.002,marine,2
Gammaridae,family,NA,9e-4,marine,3
Gammaridae,family,NA,9e-4,marine,2
Stenothoidae,family,NA,0.0035,marine,3
Stenothoidae,family,NA,0.0035,marine,2
Sphaeromatidae,family,NA,2e-4,marine,2
Palaemon_serratus,species,NA,0.01,marine,2
Palaemon_serratus,species,NA,0.01,marine,3
Pagurus_bernhardus,species,NA,0.01,marine,2
Carcinus_maenas,species,NA,0.01,marine,2
Insecta,class,NA,2e-4,marine,2
Insecta,class,NA,2e-4,marine,3
Austrominius_modestus,species,NA,0.001,marine,2
Harparticoida,order,NA,2e-4,marine,3
Harparticoida,order,NA,2e-4,marine,2
Ostracoda,class,NA,0.001,marine,2
Ostracoda,class,NA,0.001,marine,3
Membranipora_membranaceae,species,NA,0.01,marine,3
Membranipora_membranaceae,species,NA,0.01,marine,2
Oshurkovia_littoralis,species,NA,0.01,marine,2
Procerodes_littoralis,species,NA,0.01,marine,3
Gammaridae,family,NA,9e-4,marine,3
Zooplankton,NA,NA,0.001,marine,3
Stenothoidae,family,NA,0.0035,marine,3
Oligochaeta,NA,NA,0.0013,marine,3
Carcinus_maenas,species,NA,0.01,marine,2
Austrominius_modestus,species,NA,0.001,marine,3
Membranipora_membranaceae,species,NA,0.01,marine,3
Palaemon_serratus,species,NA,0.01,marine,3
Tanaidacea,NA,NA,0.002,marine,3
Oshurkovia_littoralis,species,NA,0.01,marine,2
Nematoda,NA,NA,0.01,marine,2
Membranipora_membranaceae,species,NA,0.01,marine,2
Palaemon_serratus,species,NA,0.01,marine,2
Stenothoidae,family,NA,0.0035,marine,2
Polychaeta,class,NA,2e-4,marine,2
Gammaridae,family,NA,9e-4,marine,2
Oligochaeta,NA,NA,0.0013,marine,2
Pagurus_bernhardus,species,NA,0.01,marine,2
Sphaeromatidae,family,NA,2e-4,marine,2
Insecta,class,NA,2e-4,marine,3
Polychaeta,class,NA,2e-4,marine,3
Ostracoda,class,NA,0.001,marine,3
Oshurkovia_littoralis,species,NA,0.01,marine,3
